title,date,source,author,category,label
Public cut wall cause sister PM answer.,2024-06-02,CNN,Danielle Jacobs,Health,fake
Company total must future produce somebody.,2023-08-18,Daily News,Olivia Roberts,Politics,fake
Consider despite meet course important.,2024-03-05,Global Times,Robert Collins,Science,real
Community especially inside reduce machine long.,2024-10-11,The Guardian,Mary Anderson,Business,real
Million red measure next skill maybe trip.,2024-10-18,Reuters,Bobby Andrews,Health,real
Lawyer offer yourself stage long rather.,2024-01-26,BBC,Erika Brady,Technology,fake
Exactly us similar model.,2023-05-14,BBC,Eileen Perry,Entertainment,fake
Someone everyone compare beautiful.,2022-09-29,,Rachel Gill,Sports,fake
Sea successful generation shake own able network.,2023-11-19,The Guardian,Willie Mckinney,Health,fake
Even list strategy pressure student five.,2024-09-23,Fox News,Angela Ford MD,Technology,fake
Help foot analysis wide industry stage many.,2023-10-06,Fox News,Joe Davis,Sports,fake
Someone audience another including company.,2023-01-27,BBC,James Gray,Entertainment,fake
Do prepare majority follow.,2024-03-04,CNN,Thomas Gray,Entertainment,fake
Reveal skill carry take use four especially.,2024-12-25,Global Times,Clifford Carter,Entertainment,fake
Third mission already central nature.,2024-11-19,Reuters,Kevin Diaz,Technology,real
Alone agent look phone your commercial general affect.,2024-10-03,NY Times,Trevor Lam,Technology,real
More scene loss not.,2023-10-27,The Guardian,Marcus White,Politics,real
West however about risk beyond teach speak.,2022-04-26,BBC,Arthur Lin,Science,real
Create toward indeed science avoid center also.,2024-05-08,,Sara Weiss,Sports,fake
Increase baby something field bring from truth.,2023-01-06,NY Times,Jessica Martinez,Politics,real
Card safe reduce other two.,2022-12-24,The Guardian,Christian Robles,Health,real
Accept art upon yourself moment.,2022-12-03,Daily News,Alexandra Beltran,Sports,real
Business black Mrs send son.,2023-03-20,CNN,Kelly Rivera,Science,fake
Soldier church major run.,2022-09-15,CNN,Derek Mclaughlin,Health,fake
Thus whole enough.,2022-10-03,Global Times,Keith Harmon,Science,fake
Good assume act cover between ground practice.,2024-05-27,CNN,,Entertainment,fake
Pull describe cut behind market focus less.,2024-08-14,,Danielle Matthews,Science,fake
Imagine politics build pressure customer mind effort.,2024-10-14,CNN,Tiffany Mills,Politics,real
Evening term group difference.,2023-05-05,Reuters,Marvin Powell,Technology,fake
Throw whom kid that yard television lawyer.,2023-12-13,BBC,Crystal Gomez,Politics,fake
Prepare effect each safe.,2023-01-03,Reuters,David Morrison,Politics,real
Activity win Republican table.,2023-12-25,BBC,James Campos,Science,real
Only simple media standard tax.,2022-11-30,NY Times,,Technology,real
Worker admit artist someone above.,2025-02-09,Daily News,Jennifer Rose,Science,fake
Republican value its hear push very visit easy.,2025-02-11,Daily News,George Ramirez,Politics,fake
Consider top effort position us hold about shake.,2023-11-21,Global Times,Tiffany Riggs,Technology,fake
Attention would real course people lead.,2023-12-26,CNN,Tiffany Wilson,Politics,real
Food manage effect show claim.,2024-08-08,The Guardian,Melissa Nash,Health,fake
History sign cold certainly staff.,2024-08-17,Daily News,Billy Smith,Entertainment,real
Everything inside down through perhaps you receive.,2023-02-19,Fox News,Sarah Williams,Sports,real
Behavior too music card.,2022-11-12,Reuters,Edward Elliott,Entertainment,fake
Black beyond science measure.,2023-12-13,Fox News,Jason Bell,Entertainment,real
Magazine seek sport live college fly.,2024-06-06,,Paul Quinn,Entertainment,real
Actually father how final section must.,2024-10-23,Daily News,Sarah Lambert,Sports,real
Serious final more lose material account.,2024-09-12,The Guardian,Derek Moore,Entertainment,real
Away fire stock result.,2023-03-28,NY Times,Shannon Martinez,Health,real
May mouth guess feeling news important require center.,2023-09-19,Reuters,Lisa Rivas,Entertainment,real
Appear heart culture his.,2022-06-15,Global Times,Kenneth Shaw,Technology,fake
Federal treatment guess today heavy during.,2022-11-10,Fox News,Kathryn Woodward,Politics,real
Character too follow response type build.,2022-07-01,Daily News,Tyler Padilla,Health,fake
Near executive painting foreign.,2024-01-16,CNN,Jessica Gonzales,Health,real
Property buy Democrat your.,2022-11-01,NY Times,Kevin Bailey,Politics,fake
Rise receive wide every purpose thought power skill.,2023-05-15,Global Times,Phillip Mitchell,Health,fake
Speak company citizen.,2023-03-13,Reuters,Becky Ramirez,Sports,fake
Street after certainly child old image buy television.,2022-11-22,BBC,,Technology,real
Establish thing effort success today.,2022-10-02,NY Times,Rebecca Torres,Health,fake
Policy big be agreement hundred.,2023-12-26,BBC,Tiffany Robinson,Business,real
Represent sister community form affect success thought fall.,2024-07-28,Daily News,Malik Harris,Science,fake
Hotel arm condition tax station heavy.,2024-08-21,Daily News,Jane Neal,Technology,fake
Spend magazine suggest stand follow.,2022-05-12,Global Times,Andrew Gomez,Sports,real
Line lawyer gun direction for media shake.,2023-12-11,Fox News,Jennifer Stuart,Entertainment,fake
Than can note reason boy.,2024-06-15,Fox News,Leslie Smith,Sports,real
Road they baby better finally Mrs.,2023-07-13,Fox News,Caroline Hall DVM,Entertainment,fake
Issue movement most too activity.,2022-08-30,CNN,Catherine Hall,Business,fake
Reality part goal trade individual public structure.,2024-04-14,Reuters,Laura Davidson,Science,real
Reduce personal collection choose.,2024-09-14,Fox News,Marcus Khan,Science,real
Beat cold fact anything back.,2024-12-19,CNN,Emily Holmes,Politics,real
Role little remember.,2023-08-09,,Jacob Maldonado,Sports,real
Realize heart their follow day bank national.,2023-10-29,,Alexis Smith,Business,fake
Week society year employee.,2023-04-12,BBC,Shannon Arroyo,Business,fake
Fast model tough cause.,2022-12-26,CNN,Tyler Glass,Technology,real
First actually determine federal be arm part.,2022-12-06,CNN,Heidi Moore,Sports,real
Dog her onto book near matter Congress yard.,2023-09-23,CNN,Scott Crane,Science,real
Language art keep chance population program doctor.,2025-04-19,Daily News,Mrs. Paula Trujillo,Technology,real
War land newspaper memory.,2025-01-12,Reuters,,Technology,fake
Quality question act close table event each.,2024-08-05,The Guardian,Nicole Bishop,Health,real
Business structure lawyer relate.,2024-07-30,Fox News,Kelly Stevens,Technology,fake
Eight morning character.,2022-06-19,Global Times,Michael Jones,Sports,fake
She oil option blue office particular next pay.,2024-06-14,The Guardian,Dennis Johnson,Entertainment,real
Director way along style even out.,2022-05-04,NY Times,Scott Hill,Business,real
Ten among she study reason must.,2022-05-05,Reuters,Laura Riley,Politics,real
Identify radio as nice occur decade.,2022-08-18,Daily News,Julie King,Health,fake
Inside recent message player doctor exactly live.,2024-08-30,BBC,Donald Sanchez,Health,fake
Them something room choice accept field measure.,2025-04-13,The Guardian,Jeffrey Moran,Technology,fake
Though note medical stock agent water friend.,2024-12-11,Fox News,Sharon Austin,Health,fake
Plant describe resource also.,2024-07-30,Fox News,William Douglas,Entertainment,real
Book ground current hair worker.,2024-08-02,,Ronnie Gregory,Technology,fake
Or receive pass whole picture kid brother.,2023-06-24,Global Times,Emily Harvey,Business,fake
Once enter recently government whole yet woman.,2022-08-29,The Guardian,Logan Pham,Technology,real
Avoid song professional public avoid mean care doctor.,2022-04-30,,Belinda Burns,Sports,fake
Interest actually method west charge detail.,2024-04-02,Fox News,,Technology,real
Defense fact sense defense box wish.,2022-05-05,Reuters,Lisa Barton,Business,real
Star decide those.,2024-01-25,Reuters,Ricardo Freeman,Politics,real
Spring red not people test garden.,2024-03-28,The Guardian,Bryan Jackson,Science,fake
In former you accept bar.,2024-02-18,The Guardian,Mr. Jacob Meyer,Sports,real
Cut line cultural finally understand receive capital shake.,2024-05-08,Reuters,Jesse Hernandez,Science,fake
Special way everybody member add story son.,2024-08-04,CNN,Joseph Wyatt,Business,fake
Stuff in sister a shoulder season exist.,2025-01-31,BBC,,Health,real
Owner specific product out room and especially.,2022-12-14,Reuters,,Politics,real
Truth everything white commercial health.,2024-05-22,The Guardian,Brianna Larsen,Politics,real
Side reflect key participant.,2024-05-17,Daily News,Renee Barnett,Entertainment,real
Dinner network during bit.,2025-02-15,Fox News,William Castillo,Politics,fake
All manage operation simply.,2023-10-13,Reuters,Tammy Day,Entertainment,real
Role hour sure focus.,2023-07-15,Fox News,Jennifer Campos,Science,fake
These high word.,2024-09-20,CNN,Kristen Blackwell,Entertainment,real
Nor message school cell war almost yourself.,2024-07-20,CNN,Carolyn Lee,Business,real
Nothing challenge not senior question record.,2024-02-07,The Guardian,Christopher Anderson,Technology,fake
Particularly shoulder if low admit.,2024-06-03,Daily News,William Harvey,Health,fake
Service authority wear least can certain conference court.,2023-11-14,Daily News,Zachary Thompson,Health,real
Herself a policy me level prove ball war.,2022-12-29,Fox News,Jennifer White,Science,fake
Seem street quite outside decade for.,2024-08-23,Reuters,Jason Reeves,Entertainment,fake
Arrive agent consumer call president method collection.,2022-06-13,The Guardian,Dana Ellis,Business,fake
Table image medical rich challenge.,2022-11-27,Global Times,Luis Branch,Science,fake
Quickly owner cultural open way.,2023-02-03,Reuters,Susan Williamson,Business,real
Already become where close prevent big dark.,2022-07-21,CNN,Gerald Chung,Health,real
Half certainly single south determine.,2024-01-05,BBC,Donna Barr,Politics,fake
Rest turn newspaper agreement off.,2023-07-03,Global Times,Kelly Johnson,Politics,fake
Hot woman film science.,2023-05-26,Global Times,Matthew Bates,Science,real
Then entire source.,2024-08-20,Reuters,Reginald Parker,Health,real
Yourself wall various some point pick painting.,2024-12-20,Daily News,Veronica Reid,Politics,real
Final sign necessary back.,2023-01-01,,Kimberly Marshall,Technology,fake
Born very air way clearly me.,2023-05-18,CNN,Kenneth Lawrence,Politics,real
Culture above list speech cost move song.,2022-07-14,BBC,Connor Lopez,Sports,real
Scientist firm too management.,2024-05-09,Global Times,Mr. David Singh,Science,fake
Because smile explain up lot already role show.,2024-01-20,NY Times,Raymond Hanna,Sports,real
Board state social age Mr fast.,2022-08-03,Global Times,Tracey Garrison,Science,fake
Know size debate what.,2024-04-27,Global Times,Steven Stewart,Politics,fake
Unit which mother around purpose two.,2024-10-03,Daily News,Stuart Bautista,Science,real
About line explain teach security gas will.,2024-04-18,CNN,Elizabeth Miller,Technology,fake
Operation prepare produce ten why speech front bad.,2024-07-18,BBC,Tyler Daniels,Politics,real
Rule understand bank.,2023-11-30,Daily News,David Diaz,Health,real
Hold item term candidate hospital.,2023-10-28,Fox News,Christine Carter,Health,fake
Large behavior way every research necessary.,2022-06-14,Global Times,Jennifer Hicks,Entertainment,real
Majority call behind eight.,2022-12-18,Fox News,Joshua Jones,Entertainment,real
Card less experience home tough.,2023-08-31,NY Times,Tristan Quinn,Technology,fake
Resource crime perhaps.,2022-12-02,BBC,Michael Oliver,Politics,real
Edge white hospital baby.,2022-07-15,Fox News,Megan Rodriguez,Entertainment,real
Participant city player heart may outside throughout.,2023-04-30,The Guardian,William Hendrix,Business,real
Husband assume upon itself goal site institution.,2022-09-12,,Clayton Smith,Sports,real
Think hotel industry many remember.,2024-02-01,Reuters,Margaret Hill,Business,real
Life put pay heavy instead.,2023-12-04,Global Times,Stephanie Johnson,Science,real
Part dark prepare point citizen.,2023-12-09,CNN,Tyler Baker,Entertainment,real
Something have against two red suffer camera.,2024-06-23,BBC,Lindsay Gallagher,Health,fake
Local wrong drug goal recently.,2024-11-19,Fox News,Roger Frost,Politics,fake
President manage good question home tax.,2023-11-19,CNN,Chelsea Lopez,Science,fake
Responsibility public back rule might kitchen subject history.,2023-05-13,BBC,Troy Huerta,Business,fake
Factor evidence current choose financial series.,2023-02-19,Fox News,Julia Mason,Health,real
High bad short contain.,2022-07-16,Global Times,Elizabeth Davis,Politics,fake
Talk baby anything seek head before rich from.,2024-09-17,NY Times,Patrick Hart,Politics,real
Cost special successful will sister close involve.,2024-08-23,NY Times,Michael Little,Entertainment,real
Style actually most cost.,2024-06-07,Fox News,Nancy Johnson,Business,real
Think plant far.,2025-01-29,Global Times,Vernon Beck,Health,real
Yeah government fish.,2024-09-06,Reuters,Margaret Peters,Technology,real
Theory travel article exist.,2023-04-19,CNN,Jacqueline Atkinson,Health,real
Heavy occur pressure including though might factor.,2025-02-01,BBC,Michelle Blackwell,Technology,fake
Believe such finish design.,2022-11-26,Fox News,Brad Rhodes PhD,Science,fake
Per local rate agency any late everyone.,2022-11-16,Fox News,Benjamin Smith,Politics,fake
Start one economy.,2023-03-28,Daily News,David Garner,Politics,fake
Your mean technology head outside describe number.,2024-12-25,Reuters,Amy Parker,Technology,real
Of center tough could thank Mr.,2024-04-02,Fox News,Christopher Hicks,Entertainment,fake
Forward page challenge show summer.,2024-05-23,Fox News,Elizabeth White,Entertainment,real
Sea professional language you different.,2024-09-17,NY Times,Anita Rodriguez,Sports,fake
American resource person.,2024-11-14,Reuters,Sarah Young,Entertainment,real
Knowledge account boy thought ready recognize station.,2024-08-20,,Robert Hodge,Politics,fake
For year firm stock.,2024-12-29,Fox News,Samantha Cochran,Sports,fake
Action key several past none minute.,2024-01-22,The Guardian,Steven Singh,Technology,fake
Song more where similar represent citizen decide.,2024-09-06,,Dr. William Cordova,Technology,fake
Than consumer understand activity democratic figure.,2023-01-07,The Guardian,Nathaniel Choi,Politics,real
Ago also sing century scene.,2024-06-19,Daily News,Mrs. Connie Franklin DVM,Health,fake
Agency chance return tell nature themselves word.,2023-12-18,Reuters,Jodi Perry,Health,fake
Talk sense maintain sign new large.,2025-01-08,CNN,Timothy Garza,Health,fake
End rule garden blood technology account could teacher.,2024-07-29,Daily News,Michael Terrell,Business,fake
Process center central nothing star brother assume face.,2024-07-13,The Guardian,Victoria Hernandez,Health,fake
Start question doctor.,2023-05-22,Reuters,Traci Vargas,Business,real
Commercial option first shoulder deal rule.,2023-03-22,NY Times,Eugene Powers,Business,real
Us use movie open happen.,2023-07-24,BBC,Juan Smith,Sports,real
Build black difficult.,2024-11-25,Daily News,Casey Miller,Science,real
Education data capital far cause.,2023-06-21,Reuters,Debra Richard,Business,real
City table many century result go dream.,2024-11-26,BBC,Sharon Dixon,Science,real
Store after fund write.,2024-07-28,,Dennis Wade,Technology,real
Tend plant often ball recently east not.,2024-03-28,Daily News,Michelle Pierce,Technology,real
Family employee production.,2024-10-23,Daily News,Seth Arellano,Health,real
Yet she look.,2025-01-24,Reuters,Adrian Monroe,Technology,real
Energy perhaps foreign system white turn coach instead.,2023-02-05,Global Times,James Parks,Sports,fake
Charge start trade.,2024-04-05,BBC,Gloria Jones,Science,fake
Sure view teacher before you draw.,2022-08-23,BBC,Sarah Cook,Health,fake
Thousand alone benefit age.,2023-05-13,Reuters,Melissa Black,Business,real
Old special activity field edge exist lose.,2025-02-15,Global Times,Ryan Jackson,Business,fake
Lawyer wrong book American girl above single fine.,2024-01-26,Daily News,Shawn Clayton,Entertainment,fake
Across reduce would science nation.,2024-08-10,CNN,Amy Guzman,Politics,fake
Project citizen threat meeting read wait suggest talk.,2022-06-28,Daily News,Peter Edwards,Business,real
Help cultural spring commercial past form act.,2023-06-23,,Christopher Navarro,Technology,real
Campaign result book officer try.,2025-02-15,Reuters,Matthew Garcia,Sports,real
Race there realize.,2024-08-18,NY Times,Shannon Robles,Health,fake
One wind beautiful want.,2022-09-05,Daily News,,Health,real
Sit maintain leg everyone consider act.,2023-10-06,Daily News,,Politics,real
Last point particularly admit upon according.,2025-03-25,BBC,Connie Ayers MD,Business,real
Politics eat if bag glass.,2024-12-20,NY Times,Angela Garcia,Science,real
Break teacher mean day degree something skin.,2024-04-13,The Guardian,Elizabeth Anthony,Entertainment,real
Low week difference weight.,2024-05-01,Fox News,Alexander Wilson II,Politics,real
Safe fund capital far clear.,2024-12-18,Global Times,Carol Stephens,Science,fake
Finish soldier join know agent they.,2023-06-23,The Guardian,Edward Boyer,Health,fake
Door detail ball nor.,2024-01-15,The Guardian,Ann Lewis,Science,fake
Account build military choose day most.,2022-12-14,NY Times,Kristina Wolf,Science,fake
Family condition piece sound down.,2022-09-12,Daily News,Michael Sanchez,Health,fake
Ever add recognize answer buy nice.,2023-11-27,Daily News,,Sports,real
That this deal doctor meeting data.,2023-04-15,,John Smith,Sports,fake
Catch attention available fear dog consider wall.,2022-11-06,Daily News,Christopher White,Politics,real
Pick wall board paper.,2022-09-17,Daily News,Michael Shelton,Health,fake
Argue would by believe major.,2024-09-17,The Guardian,Marie Cooper,Science,real
Win economic summer experience send.,2024-11-13,CNN,Joel Cooley,Politics,fake
Must design force budget hope.,2023-04-22,The Guardian,Mr. Donald Ramirez MD,Sports,real
Mr condition president daughter.,2023-01-07,NY Times,Allison Medina,Entertainment,fake
Test table understand official factor.,2023-04-20,BBC,,Health,fake
Exist their hear them.,2024-12-02,Global Times,Keith Santiago,Business,fake
Ask wear despite manager.,2022-07-29,Daily News,Stephen Harrington,Politics,fake
Significant its ready war heavy film already court.,2023-10-13,Daily News,Emily Wallace,Entertainment,fake
Safe later man force actually recent outside material.,2023-10-31,CNN,Veronica Smith,Business,fake
Call agreement much assume along center.,2024-06-24,BBC,Carl Harmon,Technology,real
Action continue pattern blue look son.,2025-04-04,Daily News,Linda Kim,Entertainment,real
Write himself strong hold science media.,2025-03-10,CNN,Walter Hess,Technology,real
Source practice can.,2022-09-03,Global Times,Dominique Walker,Science,fake
Among morning soon of.,2024-02-17,The Guardian,Joshua Brooks,Sports,fake
Away figure its be sister discussion good nature.,2023-10-15,,Robin Lyons,Health,fake
Fact school in bank laugh through these.,2025-03-09,BBC,Jennifer Mcknight,Health,real
Student left seem follow it within common.,2024-11-28,Reuters,Christopher Barnett,Technology,real
Heavy soon condition season.,2023-03-12,Global Times,Ricky Andrews,Technology,real
Address ready democratic drop option.,2024-11-30,BBC,Eric Krueger,Science,fake
Teach compare professor really until.,2024-08-07,,Kathryn Rice,Science,fake
Be lot card similar leave seem others.,2025-02-16,Daily News,Ms. Megan Malone MD,Health,real
Follow make focus reveal.,2023-09-19,Daily News,Sarah Smith,Health,fake
Morning give campaign society.,2023-07-12,Reuters,Ms. Donna Martin,Entertainment,fake
Police able else major contain.,2022-07-02,Reuters,Cynthia Powell,Technology,real
East major gun.,2025-04-07,NY Times,Brittany Foster,Entertainment,fake
Fund ask white professor face song.,2022-12-16,Fox News,Morgan Contreras,Science,real
Fast thousand thank fly.,2023-11-15,The Guardian,Jordan Allison,Entertainment,real
Over similar record consider itself follow.,2024-04-15,CNN,Carl Ferguson,Sports,fake
Never ability pretty media.,2022-12-08,Fox News,Crystal Andrews,Technology,real
President since southern down cup size.,2025-03-18,NY Times,James Snow,Politics,real
Move success development most stuff hair maintain.,2023-05-22,Daily News,Jennifer Novak,Sports,fake
Detail thousand tend daughter.,2023-07-03,Fox News,Anna Chase,Science,real
Music decide there fish.,2024-02-15,Fox News,Joseph Hernandez,Health,fake
Rise four idea PM kitchen.,2024-03-04,BBC,Andre Garcia,Politics,real
Series despite listen.,2023-11-28,Daily News,Janice Romero,Science,real
Suddenly interview class memory south he.,2023-01-23,,Kevin Morgan,Entertainment,real
Concern wall amount recent.,2024-02-27,NY Times,Brandon Williams,Technology,fake
Present official data create.,2025-03-21,NY Times,Sara Vega,Health,fake
Theory police once.,2023-08-22,NY Times,Kenneth Alexander,Politics,real
Parent at doctor name wait baby.,2024-03-24,The Guardian,Molly Ramos,Entertainment,fake
Natural quite out even cost.,2022-10-06,The Guardian,Lori Harris,Sports,fake
Mr tend successful manager.,2024-10-30,Reuters,Carol Butler,Politics,fake
Career big fall couple.,2023-04-22,Reuters,Charlene Allen,Health,real
Short record high situation.,2024-09-17,,Holly Mueller,Health,fake
Note do for write building accept institution.,2022-10-16,,Michele Barnett,Science,real
Fear suddenly east get.,2023-05-08,CNN,Casey Benson,Politics,real
Development wall sign fine side subject.,2022-09-15,Reuters,Juan Santos,Health,fake
Everything manager practice south policy these.,2023-05-14,Daily News,Bobby Barker,Entertainment,fake
Thank sign Mr rather.,2023-08-21,Daily News,Sarah George,Science,real
Day total positive difficult far man.,2025-03-09,BBC,Donna Molina,Politics,real
Ready method move walk.,2023-03-03,Fox News,Kristina Howell,Business,fake
Ahead positive worry why book kind might.,2023-07-08,Reuters,Alicia James,Health,real
Can first fact garden place last more hold.,2024-02-03,The Guardian,Brenda Hutchinson,Business,real
Direction take top imagine.,2024-09-02,Reuters,Christine Harmon,Sports,fake
Most wife event family they beat.,2023-06-18,CNN,George Gray,Technology,fake
Certain leg account might put.,2023-11-14,BBC,Barbara Ramirez,Entertainment,fake
Next treatment system individual reach one receive.,2023-06-06,CNN,Christina Lyons,Technology,fake
Research again yes perform consumer consumer.,2024-02-22,BBC,Albert Matthews,Health,fake
Doctor his series whose item.,2024-03-25,CNN,Christopher Gates,Sports,real
Minute group expert western news fast decision.,2024-11-17,,Tyler Dalton,Sports,real
Read could change from we.,2023-06-28,Reuters,Cheryl Henderson,Entertainment,fake
Partner analysis that politics adult area.,2023-11-09,Global Times,Charles Jordan,Sports,fake
Card guess they soldier onto second few society.,2023-09-26,BBC,Courtney Wilson,Technology,fake
Thank film dog mind goal.,2025-02-01,Daily News,,Entertainment,real
Market interesting hand Republican.,2025-04-14,BBC,Robert Lee,Sports,real
Expert plan bill seem admit.,2025-03-23,NY Times,Danielle Hunt,Technology,fake
Better admit sport cause after.,2022-10-16,BBC,Evelyn Morgan,Sports,real
Year prevent thousand I.,2023-03-28,CNN,Leah Rogers,Sports,real
Deep policy leader.,2023-08-05,The Guardian,Nathaniel Henry,Business,fake
Thought option information her throw.,2022-12-20,The Guardian,Daniel Cohen,Technology,real
Series measure inside everything.,2024-07-02,Daily News,Michael Barrett,Business,real
Possible down establish worry.,2024-04-09,Global Times,Jessica Cortez,Health,fake
Road mission man nothing tough throughout.,2023-03-11,Fox News,Tara Hess,Health,real
Evening control allow significant control new base need.,2025-01-12,NY Times,Allison Pace,Business,real
Often key surface read wonder professional financial.,2022-05-21,Reuters,Mary Williams,Science,fake
Eye perhaps along stock defense perform.,2024-01-28,The Guardian,Dustin Allison,Science,real
Us report or account minute hour hear seek.,2025-03-11,Daily News,Tracy Johnson,Technology,real
Community his unit themselves theory.,2024-06-28,NY Times,Timothy Campbell,Technology,real
Government after partner before stuff born.,2023-01-06,Global Times,Elizabeth Ho,Technology,real
Floor again let ground former soon between.,2022-12-06,Fox News,Randall Montes,Politics,real
Control itself with network unit.,2022-07-04,,,Technology,real
Especially nation significant.,2022-06-07,Reuters,Nicholas Hayes,Technology,fake
Produce cover article least whole public.,2024-01-05,The Guardian,James Crawford,Sports,real
Range much seem themselves record.,2024-03-04,CNN,Peter Murphy,Entertainment,fake
Color material detail your.,2023-06-04,The Guardian,Courtney Gonzalez,Technology,fake
Federal thousand age.,2023-04-24,CNN,Elizabeth Johnson,Business,real
Effect all center claim usually hope practice customer.,2022-07-30,BBC,Robin Moreno,Entertainment,real
Listen space evening agree.,2024-07-14,Global Times,Troy Owens,Entertainment,real
Election trouble fish machine.,2023-01-26,BBC,Timothy Mcbride,Science,fake
Perform talk stage food inside quite.,2024-01-18,Daily News,Russell Swanson,Technology,real
Though easy before sister spring vote discussion method.,2022-07-19,NY Times,Vincent Rodriguez,Entertainment,fake
Strong including huge tree.,2022-12-11,CNN,Patricia Marsh,Sports,fake
Coach forward everyone window read world stuff citizen.,2024-07-22,NY Times,Rachel Thompson,Technology,fake
Oil you finally peace serious be.,2023-01-24,CNN,William Perez,Entertainment,fake
Citizen you officer summer conference.,2022-07-01,Global Times,James Taylor,Technology,real
Argue significant interest.,2022-07-30,Fox News,Daniel Mueller,Health,fake
Away agree statement executive serve dream interview.,2025-03-19,CNN,Anna Shelton,Technology,fake
Woman behind catch board.,2022-12-13,The Guardian,Katelyn Santos,Health,fake
Space modern rock term actually ten down.,2024-05-25,Daily News,Sarah Johnson,Politics,fake
Against report large beyond analysis state husband.,2022-10-24,Daily News,Christine Howard,Business,fake
Public quite final voice specific own subject.,2024-03-25,Reuters,Bryce Reynolds,Politics,fake
Author air choose agent bad sell true.,2024-06-03,Global Times,Juan Mccall,Health,real
Unit condition room speak national drug.,2023-05-27,NY Times,Travis Kelly,Business,real
Responsibility by wonder.,2024-06-03,Fox News,Kimberly Montgomery,Technology,fake
Water teach light wear control party these available.,2022-05-05,CNN,Hannah Young,Science,fake
Employee early share professor last group.,2024-08-07,The Guardian,,Science,fake
Forward cause west.,2023-06-01,NY Times,Margaret Miller,Sports,real
Material almost blue author church could.,2022-09-11,NY Times,Wendy Le,Business,fake
Next technology way over.,2024-05-08,Fox News,Kara Moore,Entertainment,fake
Part open soldier film city feeling.,2024-10-15,NY Times,Tammy Roman,Sports,fake
Between full buy important.,2024-03-18,Fox News,Nicholas Li,Entertainment,real
Require middle line dinner understand cause.,2024-12-05,Reuters,Brian Jones,Sports,fake
Follow building local easy car benefit bad stand.,2023-10-24,Global Times,William Joyce,Politics,real
Voice majority first relationship produce today.,2023-02-05,The Guardian,Brittany Yang,Entertainment,fake
Rather subject to dark always.,2023-07-26,CNN,Troy Hess,Business,fake
West door minute under.,2022-10-16,Global Times,Gregory Christensen,Science,fake
Field happen with car seek five.,2023-02-24,CNN,Linda Carpenter,Entertainment,real
Personal use keep wide same still her.,2025-01-04,NY Times,John Moreno DDS,Entertainment,fake
Need picture though difficult.,2024-03-20,Daily News,Kathleen Bryan DDS,Entertainment,fake
Population the huge democratic old learn.,2024-10-29,The Guardian,Paul Allen,Entertainment,fake
Tax idea stand spring community.,2022-09-15,Daily News,Carolyn Riggs,Sports,fake
Idea successful guess test over recently.,2024-05-04,NY Times,Tina Rice,Business,real
Picture certainly finish local.,2024-08-09,NY Times,Christopher Saunders,Business,fake
View data glass drop edge hit only.,2023-01-28,CNN,Mark Baker,Politics,real
Agree western join exist take hope might.,2023-11-06,Fox News,Alicia Davis,Health,real
Participant debate eat occur who.,2024-05-12,Reuters,Erin Vargas,Business,real
Exist food although campaign land lot.,2024-09-26,The Guardian,Derrick Smith,Health,fake
Season behind father product indicate director.,2022-06-06,Reuters,Renee Smith,Business,real
Keep program against son year.,2024-07-13,The Guardian,Don Decker,Sports,real
Significant cold dinner technology cut time age.,2022-09-15,,Erica Griffin,Entertainment,real
Brother everybody each form everything middle capital.,2022-11-06,Fox News,Mary Martin,Entertainment,real
Left well worry fall night industry.,2022-06-13,Fox News,Cassandra Wright,Science,real
Industry song remain.,2024-04-11,CNN,Sherri Barry,Technology,real
Sister laugh career rule.,2023-06-12,NY Times,Thomas Jones,Business,real
Happen into record very few oil.,2024-02-13,Daily News,Rachel Williams,Sports,fake
Skill Mr most wear.,2025-01-04,The Guardian,Tina Moran,Health,real
Pattern significant true attorney music suggest product.,2025-04-23,Fox News,Dawn Zimmerman,Entertainment,fake
Walk central produce control.,2024-03-24,Global Times,Amy Larson,Entertainment,real
Movie stop friend center.,2023-01-17,Daily News,Michael Smith,Health,fake
Still ability popular control worry service my force.,2022-09-10,Global Times,Austin Miller,Entertainment,real
Home process behavior hand gas professor.,2025-03-17,The Guardian,Ashley Hull,Entertainment,real
Piece position majority one development.,2025-01-26,NY Times,David Bentley,Business,fake
South rich political mind theory voice thank.,2024-09-17,The Guardian,Melissa Moss,Technology,real
Maintain I traditional property.,2023-09-06,CNN,Mary Greene,Business,real
Report watch that determine activity get.,2023-08-31,Daily News,Jessica Sosa,Health,real
Soldier often simple.,2024-01-08,Fox News,,Politics,real
Music mother agent kitchen those.,2024-01-04,Fox News,Christopher Walls,Politics,real
Ago senior maybe job drop store set.,2024-10-19,Reuters,Michael Rivera,Health,fake
Interview everybody think smile piece.,2023-05-04,CNN,Larry Miller,Politics,fake
Develop yourself commercial.,2022-10-01,The Guardian,Ashley West,Technology,real
Yet some because than.,2023-10-17,NY Times,,Business,real
Resource ready stock.,2024-11-13,Daily News,Heather Dorsey,Science,fake
Time institution cut room require woman four.,2022-07-15,BBC,Bobby Tate,Health,real
Interesting finish music figure campaign both later establish.,2024-10-27,Global Times,Catherine Dunn,Sports,fake
Issue day without tell writer.,2024-04-14,Reuters,Stanley Bruce,Politics,fake
Experience leader especially until consider ever job.,2024-01-13,BBC,Christopher Freeman,Politics,real
